Username,Total reviews,Location,Date,Content,Rating,Polarity,Subjectivity
Mark,1 review,IE,"Mar 30, 2023","High Quality, good price!The quality is extremely high. The padding in the bib shorts is by far the best I have tried. The price is then very low which is surprising and great!Delivery is also extremely fast, with next day delivery to Ireland. I have had 5 orders with Siroko, (Jerseys, Shorts, Socks, gloves, etc....) and I am very happy with all orders.Date of experience: March 29, 2023",5,0.4,0.55
Tymur Cherkasov,1 review,DE,"Mar 28, 2023","price/quality ratioits good. I have set of items from siroko.Date of experience: March 28, 2023",5,0.7,0.6
Customer,1 review,CH,"Mar 25, 2023","Terrible companyTerrible company. They ship goods to other countries and are not able to handle customs and to make their customers aware of additional costs. They male the purcjase look local and then the bills from shipping etc come on top. Should shut down their business for deceiving customers.Date of experience: March 25, 2023",1,-0.1,0.39
Jake Sosep,4 reviews,CA,"Mar 24, 2023","Very satisfied customer!The glasses came in some very nice packaging, leaving me feel that I was receiving something of very high quality. I bought a pair of K3 Criterium’s and the X1 Lanzarote. Was very impressed with the quality and fit! The glasses look great and very comfortable to wear. The prices were also amazing! The shipping to Canada was super fast. Will buy again.Date of experience: March 24, 2023",5,0.57,0.8
Seamus Butler,1 review,IE,"Mar 24, 2023","Stay well clear of this rubbish so…Stay well clear of this rubbish so called company, used cycling shorts 4/5 times and the stitching gave away, contacted them to return the item, only to be told that they were not covered under warranty, then they will block on their social media account for making a complaint and comment 🤬🤬🤬🤬🤬Date of experience: March 24, 2023",1,-0.01,0.41
Vladimir Ribar,3 reviews,RS,"Mar 24, 2023","Amazing service and very fast delivery…Amazing service and very fast delivery via DHL.I recently found out about the brand, and bought just one sunglasses with lens to check quality of goods and parcel shipping experience and had prompt feedback from Siroko team and very fast delivery. All was great.I will surely order much more from Siroko in weeks to come!Very pleased with this first purchase,VladimirDate of experience: March 24, 2023",5,0.35,0.69
cosmobellsouth.net,1 review,US,"Mar 22, 2023","Everything was right on and I will…continue to use this productEverything was right on and I will continue to use this product. Great price, good quality , and the tracking info is off the charts. There was even a pic of my package at the front door, with step by step updates on the whereabouts of the shipment...keep up the good work...JimDate of experience: March 20, 2023",5,0.55,0.6
Erwin Heukensfeld,773 reviews,NL,"Mar 21, 2023","Always pleased to use SirokoAs usual quick delivery. Excellent value for money.Great fit and nice quality.Date of experience: March 21, 2023",5,0.43,0.69
Ondřej,698 reviews,CZ,"Mar 21, 2023","PerfectDelivery time 29 hours! PerfectThe material is absolutely amazing.The lining of the pants is comfortable.I will be happy to return to SIROKO for my next purchase.Date of experience: March 16, 2023",5,0.33,0.63
Žiga Jenko,27K reviews,SI,"Mar 20, 2023","Perfect quality A+++ just testing BIB…Perfect quality A+++ just testing BIB shorts, jersey, vest and socks this weekend and all of it is perfect. Will never buy elsewhere. Changing a product which did not fit was very easy and a customer support is very efficient.Date of experience: March 18, 2023",5,0.51,0.74
Federico,1 review,IT,"Mar 20, 2023","Really excellent products.Really excellent products.Super fast shipping.Very satisfiedDate of experience: March 20, 2023",5,0.73,0.87
Diederik Schregardus,1 review,NL,"Mar 20, 2023","The glasses look great, but are difficult to changeThe glasses look great. They give me great visibility. Unfortunately changing lenses that are already in a frame is so difficult that you will get close to breaking the frame. Nonetheless, I do recommend Siroko, but you should not get one frame with multiple lenses. You should get as many frames as you get lenses. @Siroko, you shouldn't sell them as frames with changeable lenses. It is not impossible, but it is too difficult.Date of experience: March 20, 2023",3,0.19,0.75
松尾貴裕,2 reviews,JP,"Mar 20, 2023","I bought sunglasses for cyclingI bought a cycling jersey last year and the other day I bought sunglasses for cycling. Both responded quickly and arrived at the fastest speed from Spain to Saga Prefecture in Japan. I am very satisfied with the price, quality and design. Especially the design is great. It is a brand that makes you feel free to shop at any time. Thank you👍Date of experience: March 20, 2023",5,0.29,0.64
Luca Fattori,4 reviews,IT,"Mar 17, 2023","SRX - Fresh and well made!!!order received very quickly. Excellent delivery service.The SRX garments are ultra light and very fresh, very well made. They are very fashion and I like them a lot. I'm sure they will be a great solution for the typical Milano sultry heat summer weather on the long Daily bike outings.Date of experience: March 17, 2023",5,0.32,0.54
Marek,1 review,CH,"Mar 17, 2023","Swiss Imports AwarenessHi guys, my review is mainly for Swiss based customers. When you order from Siroko, make sure you add significant import taxes (in my case 50% of the total value) which no one inform you when you make the purchase and ignores you when you ask them about it.Date of experience: March 17, 2023",2,0.26,0.71
tomas martinek,14 reviews,SK,"Mar 16, 2023","Love it...All of the things that i order are perfect. And i was surprised about your delivery time...:) it was amazing how fast you can deliver the package to slovakia :DDate of experience: March 13, 2023",5,0.48,0.83
Joao Cardoso,7 reviews,PT,"Mar 16, 2023","Fast delivery at good pricesDate of experience: March 16, 2023",5,0.45,0.6
James A Johnson,4 reviews,GB,"Mar 16, 2023","I ordered a pair of ski goggles in the…I ordered a pair of ski goggles in the Siroko sale on Tuesday 14/3/23 at 16:00. They arrived just as ordered, at 12:00, on Thursday 16/3/23, all the way from Spain to Belfast Northern Ireland. I was most alarmed at reading some of the reports on your site shortly after ordering, and thought I had been misled. Not so. Excellent service, excellent product. James JohnsonDate of experience: March 16, 2023",5,0.62,0.7
robert young,5 reviews,GB,"Mar 16, 2023","AVOIDAVOID!  Ordered a ski jacket 2 weeks ago,  no confirmation email,  no postage information,  no updates on my order on their website,  they've took the money from my bank and ran.  Impossible to contact them.  Pretty sure it's a scam and my bank have advised me to claim my money back through Mastercard.Date of experience: March 15, 2023",1,0.02,0.72
Robin van den Berg,2 reviews,NL,"Mar 6, 2023","You never get your refundI have returned 250EUR worth of ski jackets 2 months ago, but never received a confirmation or a refund. When you try to contact them, they never reply to their emails and you can not reach them in another way. They did reply in one day when I asked for the return label though...Date of experience: March 05, 2023",1,0.3,0.1
Danny,3 reviews,AU,"Mar 6, 2023","Ordered $250 worth of itemsOrdered $250 worth of items, the exchange experience was horrible. Followed their instructions to the T on their website, even contacted them to confirm the process. I paid for the return of the product with tracking Dec last year, didn't hear anything from them. Then in late Jan this year the product was returned back to me, my postal service said the recipient didn't pick up the package. Contacted them numerous times with no response except for a generic response  message.  These people are running a scam shop, don't expect any customer service. !!Date of experience: January 20, 2023",1,-0.09,0.3
Blake Bolton,4 reviews,CA,"Updated Mar 17, 2023","Never received productI ordered a Jacket back on November 23th, 2022. They shipped it through Spring GDS (also horrible) and the last update I received was on January 12, saying it arrived in the destination country. Then nothing. No response from Siroko, or Spring GDS.Edit: Siroko support has reached out and are investigating my missing package and sending a new one. Will update if and when I receive final package!Date of experience: March 02, 2023",3,-0.18,0.43
Kirsty,2 reviews,GB,"Feb 28, 2023","AVOIDAVOID! I am over £100 down. After returning a product they stopped replying to my emails. They now have the jacket I ordered and my money. I don’t understand how this is legal. Don’t order from them whatever you do.Date of experience: February 01, 2023",1,0.02,0.24
Kjeld Splinter,1 review,NL,"Feb 26, 2023","Ordered ski goggles 24 days ago before…Ordered ski goggles 24 days ago before my ski holiday. It never arrived and the responses on my requests are horrible. Out of my 3 contact forms filled in, I’ve only got 1 reply saying they’re going to look into it but never got a follow up.I’ve asked for a full refund but never got it. Please don’t order here.Date of experience: February 25, 2023",1,-0.06,0.86
Harvey Dukesell,3 reviews,GB,"Feb 23, 2023","DO NOT USE THIS COMPANYI have made 2 different orders, the first order came about 25 days after ordering the second order I paid for 24/48 hour delivery and have still not received. They are not replying to emails or instagrams even thought it says ""seen"" on instagram. This has been going on since the 23 of November.Do Not use this company.Date of experience: November 24, 2022",1,0.08,0.31
